order_id,category,price,discount_pct,payment_method,customer_order_count,customer_return_rate_hist,days_since_signup,delivery_days,is_weekend_order,size_variant,coupon_used,review_rating_at_purchase,returned
ORD118442,beauty,817.96,42.4,prepaid_card,6,0.0,182,5,1,0,1,4.1,0
ORD118443,beauty,234.56,23.2,UPI,2,0.0,84,3,0,0,0,4.7,1
ORD118444,apparel,5306.29,51.9,COD,1,,87,5,0,1,0,3.5,1
ORD118445,apparel,380.58,32.7,UPI,2,0.0,45,1,1,0,0,4.4,0
ORD118446,apparel,637.75,25.5,wallet,8,0.14285714285714285,381,1,0,1,0,5.0,0
ORD118447,accessories,631.06,20.0,UPI,6,0.2,31,1,0,0,1,3.8,0
ORD118448,home,83.2,30.3,prepaid_card,4,0.6666666666666666,129,4,0,0,1,3.4,1
ORD118449,accessories,810.33,38.3,COD,14,0.0,260,3,0,0,1,3.3,0
ORD118450,electronics,1364.35,15.6,UPI,10,0.2222222222222222,680,1,0,0,0,4.1,1
ORD118451,accessories,721.71,35.9,COD,6,0.4,48,4,0,0,0,3.2,0
ORD118452,electronics,1650.86,32.9,prepaid_card,3,0.0,4,3,0,0,1,4.3,0
ORD118453,accessories,2568.04,24.0,prepaid_card,4,0.0,241,6,0,0,0,3.5,0
ORD118454,electronics,612.61,50.6,UPI,3,0.5,69,1,1,0,1,4.5,0
ORD118455,apparel,497.41,28.0,COD,6,0.2,4,7,0,1,0,3.7,0
ORD118456,apparel,1145.16,26.5,COD,7,0.3333333333333333,350,6,0,0,1,3.8,0
ORD118457,grocery,87.91,76.6,COD,1,,248,4,0,0,0,4.5,0
ORD118458,home,839.9,27.2,COD,8,0.42857142857142855,399,7,0,0,0,4.1,0
ORD118459,footwear,6580.91,22.6,COD,3,0.0,293,5,1,1,1,4.7,1
ORD118460,beauty,372.5,39.7,UPI,6,0.4,119,1,0,0,1,3.3,0
ORD118461,footwear,605.9,18.0,COD,11,0.3,337,4,1,1,0,3.1,1
ORD118462,home,269.15,15.3,COD,2,0.0,173,6,0,0,1,4.5,0
ORD118463,footwear,700.83,11.6,COD,9,0.125,1017,4,1,1,0,5.0,0
ORD118464,electronics,157.46,1.9,UPI,6,0.4,12,6,1,0,0,3.9,0
ORD118465,beauty,156.37,4.8,prepaid_card,2,0.0,496,7,1,0,1,3.7,0
ORD118466,footwear,2488.9,9.6,COD,6,0.0,259,1,0,1,0,3.0,0
ORD118467,home,1061.82,49.1,COD,2,0.0,179,4,1,0,0,4.1,0
ORD118468,electronics,1120.42,13.9,UPI,2,1.0,144,6,1,0,0,4.1,0
ORD118469,beauty,324.93,71.2,UPI,8,0.14285714285714285,203,4,1,0,0,4.5,0
ORD118470,beauty,225.0,13.0,prepaid_card,6,0.4,977,7,0,0,1,4.1,0
ORD118471,apparel,518.26,17.5,COD,8,0.0,78,3,0,1,1,4.5,0
ORD118472,electronics,237.83,72.5,UPI,7,0.16666666666666666,607,5,1,0,1,4.1,0
ORD118473,apparel,168.6,44.5,COD,6,0.0,19,6,0,0,0,4.5,0
ORD118474,electronics,3869.68,25.3,prepaid_card,10,0.0,109,3,0,0,0,3.4,0
ORD118475,electronics,1661.75,9.0,wallet,7,0.16666666666666666,235,1,0,0,0,4.8,0
ORD118476,footwear,3115.99,30.7,UPI,8,0.2857142857142857,111,6,0,0,0,4.1,0
ORD118477,grocery,186.78,7.6,wallet,5,0.0,23,6,1,0,1,2.9,0
ORD118478,home,967.57,6.5,prepaid_card,3,0.0,183,2,0,0,1,4.4,0
ORD118479,footwear,944.34,43.0,COD,5,0.0,188,2,1,1,0,4.7,0
ORD118480,accessories,296.71,20.5,wallet,13,0.08333333333333333,55,7,0,0,0,4.5,0
ORD118481,grocery,330.84,34.8,COD,1,,168,1,1,0,0,4.4,0
ORD118482,apparel,202.1,10.6,prepaid_card,4,0.6666666666666666,170,4,1,0,0,3.0,0
ORD118483,home,341.26,24.9,COD,1,,438,2,0,0,1,5.0,0
ORD118484,apparel,2152.57,30.7,prepaid_card,13,0.0,221,3,0,1,0,4.1,1
ORD118485,apparel,1331.48,71.3,COD,2,0.0,110,2,0,0,0,3.3,1
ORD118486,footwear,683.33,25.6,COD,7,0.3333333333333333,344,5,0,1,1,3.8,1
ORD118487,electronics,1351.27,22.8,COD,6,0.2,52,4,0,0,0,4.3,0
ORD118488,accessories,388.52,33.3,prepaid_card,3,0.0,8,4,1,0,1,3.8,0
ORD118489,accessories,986.66,25.7,prepaid_card,3,0.0,674,2,0,0,0,4.1,0
ORD118490,footwear,445.1,14.4,prepaid_card,11,0.0,42,7,1,1,0,4.0,1
ORD118491,apparel,1416.27,20.9,prepaid_card,17,0.1875,461,6,1,1,0,4.4,0
ORD118492,grocery,715.03,37.1,UPI,3,0.0,391,4,0,0,0,3.5,0
ORD118493,home,278.04,45.9,COD,9,0.0,441,3,1,0,0,4.9,1
ORD118494,accessories,696.36,43.7,COD,16,0.06666666666666667,37,5,0,0,0,4.2,0
ORD118495,beauty,1176.64,52.5,prepaid_card,1,,179,3,0,0,1,3.4,0
ORD118496,home,963.6,22.2,COD,4,0.0,35,4,1,0,1,5.0,0
ORD118497,electronics,794.29,31.2,COD,1,,104,1,0,0,1,3.2,0
ORD118498,electronics,288.95,52.4,COD,2,0.0,297,1,0,0,0,4.7,0
ORD118499,electronics,2155.61,32.0,prepaid_card,4,0.3333333333333333,185,5,0,0,0,4.7,0
ORD118500,electronics,908.15,11.0,COD,7,0.16666666666666666,438,2,0,0,1,3.2,0
ORD118501,electronics,152.94,16.3,prepaid_card,1,,181,3,1,0,1,4.0,0
ORD118502,electronics,468.92,14.4,UPI,5,0.25,544,3,0,0,1,4.2,0
ORD118503,apparel,467.14,9.8,COD,4,0.3333333333333333,104,6,1,1,1,4.3,0
ORD118504,grocery,2173.02,4.9,prepaid_card,7,0.16666666666666666,54,4,0,0,0,5.0,0
ORD118505,footwear,1247.89,45.9,COD,6,0.0,78,3,0,1,0,4.0,0
ORD118506,electronics,91.72,26.2,UPI,3,0.0,82,7,0,0,0,4.6,0
ORD118507,accessories,143.03,28.6,prepaid_card,5,0.25,41,1,1,0,0,4.2,0
ORD118508,electronics,2597.27,33.4,UPI,5,0.0,109,7,0,0,0,4.2,0
ORD118509,beauty,2305.24,23.8,UPI,8,0.0,77,2,0,0,0,4.5,0
ORD118510,apparel,1131.78,18.8,COD,14,0.15384615384615385,150,1,0,1,1,4.7,0
ORD118511,electronics,271.2,18.5,prepaid_card,11,0.0,13,1,1,0,0,3.0,0
ORD118512,electronics,462.73,31.4,COD,4,0.3333333333333333,196,4,0,0,0,3.5,1
ORD118513,accessories,371.59,8.7,COD,5,0.0,266,2,0,0,0,3.6,0
ORD118514,beauty,2365.09,25.2,COD,4,0.0,56,8,0,0,0,3.6,0
ORD118515,home,283.65,15.7,UPI,2,1.0,23,4,1,0,0,4.2,1
ORD118516,beauty,154.46,11.1,COD,7,0.8333333333333334,42,3,0,0,0,3.9,1
ORD118517,electronics,987.08,62.2,COD,5,0.25,27,1,0,0,1,4.7,0
ORD118518,beauty,110.44,22.3,COD,9,0.25,173,6,0,0,0,4.0,1
ORD118519,apparel,986.24,39.2,COD,3,0.5,386,1,0,1,1,3.9,0
ORD118520,electronics,4072.08,37.5,prepaid_card,4,0.0,66,1,0,0,1,4.5,0
ORD118521,electronics,486.38,39.5,wallet,8,0.2857142857142857,32,6,1,0,1,4.1,1
ORD118522,grocery,3757.59,25.6,prepaid_card,2,0.0,94,3,0,0,0,4.0,0
ORD118523,home,589.27,30.7,COD,5,0.25,12,4,0,0,0,3.8,0
ORD118524,apparel,999.98,7.5,COD,10,0.1111111111111111,10,4,0,0,1,4.0,0
ORD118525,home,411.32,25.1,wallet,2,0.0,31,1,0,0,1,4.3,0
ORD118526,electronics,2134.84,50.8,UPI,6,0.6,93,1,0,0,0,3.7,0
ORD118527,electronics,527.72,13.7,prepaid_card,5,0.0,449,5,1,0,0,4.4,0
ORD118528,home,114.89,28.9,COD,5,0.0,69,4,1,0,0,4.8,0
ORD118529,home,1355.2,26.8,COD,6,0.0,96,2,0,0,1,4.0,0
ORD118530,electronics,1186.35,15.5,UPI,5,0.0,405,4,0,0,0,3.2,0
ORD118531,home,524.52,13.4,COD,10,0.2222222222222222,87,2,1,0,0,3.8,0
ORD118532,electronics,2029.34,19.8,COD,9,0.25,78,5,0,0,1,4.5,0
ORD118533,beauty,210.66,42.0,COD,3,0.0,156,3,0,0,1,4.3,0
ORD118534,electronics,203.74,24.4,COD,9,0.375,69,4,0,0,0,4.1,0
ORD118535,electronics,562.38,14.4,COD,5,0.25,66,5,1,0,1,3.5,0
ORD118536,accessories,435.31,12.8,COD,6,0.2,117,5,0,0,1,4.1,0
ORD118537,apparel,1701.72,56.0,UPI,2,0.0,270,1,0,1,0,3.1,1
ORD118538,beauty,1128.27,47.6,COD,4,0.0,277,1,1,0,1,3.9,0
ORD118539,beauty,103.08,54.1,COD,5,0.75,144,7,1,0,0,4.0,0
ORD118540,apparel,247.87,30.1,UPI,2,0.0,217,4,0,1,0,2.9,0
ORD118541,electronics,376.34,18.9,prepaid_card,4,0.0,219,7,1,0,1,3.9,0
ORD118542,apparel,374.67,25.3,prepaid_card,11,0.1,140,1,0,1,1,4.1,0
ORD118543,grocery,295.08,24.5,COD,2,0.0,101,2,1,0,0,3.7,0
ORD118544,electronics,425.44,31.7,COD,1,,33,4,0,0,0,3.8,0
ORD118545,apparel,598.47,56.4,COD,6,0.2,82,2,1,1,0,4.8,0
ORD118546,apparel,3551.89,30.2,prepaid_card,3,0.5,161,1,0,1,1,4.4,0
ORD118547,electronics,6507.64,36.5,UPI,1,,81,1,1,0,1,4.0,0
ORD118548,beauty,215.77,10.0,prepaid_card,3,0.5,112,7,0,0,1,4.5,0
ORD118549,home,229.94,52.1,COD,2,0.0,51,2,0,0,1,3.8,0
ORD118550,electronics,1751.29,15.6,prepaid_card,4,0.3333333333333333,154,8,0,0,1,3.3,1
ORD118551,accessories,80.03,80.6,COD,5,0.25,252,5,0,0,0,4.7,1
ORD118552,footwear,1168.32,20.0,COD,5,0.25,38,4,0,1,1,3.9,0
ORD118553,footwear,952.43,38.2,UPI,6,0.2,55,4,0,1,1,3.8,0
ORD118554,electronics,1932.29,44.3,COD,4,0.0,54,1,0,0,0,3.6,0
ORD118555,grocery,277.54,30.7,COD,6,0.0,42,3,0,0,0,3.7,0
ORD118556,home,756.44,1.9,UPI,6,0.2,27,5,0,0,1,3.8,0
ORD118557,electronics,505.59,52.1,UPI,2,0.0,576,2,0,0,0,3.8,0
ORD118558,grocery,1486.76,28.3,COD,11,0.1,296,3,0,0,0,4.1,0
ORD118559,apparel,272.61,25.2,COD,1,,41,1,0,1,1,4.0,0
ORD118560,footwear,159.12,56.5,UPI,3,0.5,125,6,0,1,0,4.1,0
ORD118561,accessories,1139.18,7.3,UPI,6,0.6,35,3,0,0,0,4.5,1
ORD118562,grocery,194.46,19.4,UPI,6,0.0,754,3,0,0,0,4.3,0
ORD118563,accessories,323.38,29.6,prepaid_card,8,0.14285714285714285,39,2,1,0,0,3.5,0
ORD118564,footwear,88.76,9.8,COD,2,1.0,593,3,1,0,1,4.5,1
ORD118565,apparel,675.97,6.8,COD,3,0.0,27,3,1,1,1,3.5,1
ORD118566,apparel,1132.93,22.4,wallet,2,0.0,41,6,0,1,0,4.8,0
ORD118567,home,1739.66,24.3,wallet,7,0.16666666666666666,28,6,1,0,1,3.9,0
ORD118568,footwear,736.43,30.7,prepaid_card,6,0.6,24,1,0,1,1,3.4,0
ORD118569,apparel,2315.0,15.3,UPI,4,0.0,107,5,1,1,0,3.4,1
ORD118570,beauty,1243.67,1.8,COD,5,0.0,64,6,0,0,0,3.2,0
ORD118571,footwear,1815.15,35.4,prepaid_card,9,0.125,362,5,0,1,0,5.0,0
ORD118572,electronics,494.76,30.1,COD,8,0.14285714285714285,251,4,0,0,0,3.6,0
ORD118573,apparel,379.02,12.0,wallet,2,0.0,657,5,0,1,0,4.2,0
ORD118574,apparel,2542.19,12.8,UPI,10,0.2222222222222222,226,2,0,1,0,4.4,1
ORD118575,electronics,101.29,39.1,COD,6,0.2,149,4,0,0,1,5.0,0
ORD118576,apparel,344.64,10.7,UPI,3,0.0,174,3,0,1,1,4.3,1
ORD118577,apparel,3409.34,40.0,COD,1,,12,1,1,1,0,3.7,1
ORD118578,electronics,200.41,21.6,prepaid_card,5,0.5,94,4,0,0,1,3.3,0
ORD118579,home,398.13,72.2,prepaid_card,5,0.5,5,2,1,0,0,3.0,1
ORD118580,home,148.69,24.1,COD,1,,32,3,0,0,0,4.0,0
ORD118581,footwear,1072.57,12.4,COD,5,0.25,158,4,0,1,0,4.5,0
ORD118582,footwear,213.27,38.7,COD,19,0.0,107,3,0,1,1,4.3,1
ORD118583,electronics,201.39,33.0,UPI,8,0.14285714285714285,45,2,0,0,0,3.5,1
ORD118584,electronics,157.3,14.5,UPI,1,,240,5,1,0,0,3.6,0
ORD118585,beauty,531.5,19.5,COD,1,,186,2,1,0,0,4.1,0
ORD118586,electronics,471.05,15.0,UPI,3,0.5,114,2,0,0,1,4.5,0
ORD118587,apparel,1150.38,16.8,COD,5,0.0,271,4,1,1,1,5.0,1
ORD118588,footwear,546.41,40.6,prepaid_card,8,0.0,166,7,0,1,1,5.0,0
ORD118589,apparel,203.49,34.7,prepaid_card,9,0.25,273,4,0,1,0,4.0,0
ORD118590,apparel,647.5,6.4,UPI,12,0.18181818181818182,145,4,1,1,1,4.6,0
ORD118591,home,837.78,28.6,COD,4,0.6666666666666666,159,7,1,0,0,4.0,0
ORD118592,electronics,624.73,29.0,prepaid_card,9,0.25,256,2,0,0,0,3.6,0
ORD118593,grocery,1089.07,25.6,wallet,14,0.0,1011,4,0,0,0,3.6,0
ORD118594,footwear,1489.9,25.6,prepaid_card,5,0.0,266,5,0,1,1,3.6,0
ORD118595,apparel,408.62,48.9,prepaid_card,4,0.3333333333333333,30,2,0,1,0,4.3,1
ORD118596,apparel,1513.48,2.5,COD,7,0.16666666666666666,340,2,1,1,0,4.0,0
ORD118597,electronics,2110.39,30.5,UPI,5,0.0,202,3,0,0,0,3.6,0
ORD118598,electronics,643.94,60.5,COD,5,0.75,1,1,0,0,1,4.3,0
ORD118599,footwear,350.79,15.0,COD,7,0.3333333333333333,305,4,0,1,1,4.3,1
ORD118600,beauty,1244.82,32.5,COD,1,,462,3,0,0,0,4.4,0
ORD118601,apparel,381.77,50.0,UPI,5,0.25,13,5,0,0,0,3.6,0
ORD118602,footwear,2284.91,36.7,COD,4,0.0,115,4,1,1,0,4.6,0
ORD118603,apparel,1872.42,22.9,wallet,3,0.0,47,2,0,1,0,4.9,0
ORD118604,footwear,177.86,50.4,COD,4,0.0,65,3,0,1,1,4.5,0
ORD118605,apparel,1312.16,12.6,UPI,4,0.0,60,4,0,1,1,4.0,0
ORD118606,apparel,588.87,17.5,UPI,3,0.0,256,2,0,1,0,4.2,0
ORD118607,footwear,635.82,50.9,prepaid_card,3,0.0,57,1,0,1,0,3.3,0
ORD118608,electronics,844.53,15.4,COD,8,0.2857142857142857,97,3,0,0,0,4.5,0
ORD118609,electronics,589.43,36.8,UPI,2,0.0,56,4,0,0,0,4.2,1
ORD118610,accessories,666.71,13.8,COD,8,0.0,41,4,1,0,1,3.6,0
ORD118611,home,1285.06,37.6,UPI,12,0.09090909090909091,42,3,0,0,0,4.4,0
ORD118612,beauty,533.78,21.0,UPI,9,0.5,313,2,0,0,0,3.7,1
ORD118613,footwear,168.07,23.2,prepaid_card,7,0.0,32,5,0,1,1,4.5,0
ORD118614,apparel,333.64,39.9,wallet,1,,140,1,0,1,0,3.8,0
ORD118615,footwear,458.56,26.9,COD,7,0.8333333333333334,88,1,0,1,0,4.0,0
ORD118616,electronics,1209.36,11.8,wallet,3,0.0,256,2,0,0,1,3.9,1
ORD118617,home,146.04,7.5,COD,3,0.5,45,6,0,0,0,4.8,0
ORD118618,apparel,757.2,10.8,prepaid_card,9,0.125,121,4,1,0,0,4.4,0
ORD118619,beauty,416.43,36.4,COD,2,1.0,141,3,0,0,1,4.1,0
ORD118620,home,1200.37,17.2,UPI,18,0.17647058823529413,22,4,0,0,1,4.0,0
ORD118621,electronics,561.8,23.8,COD,9,0.0,41,4,0,0,0,5.0,0
ORD118622,apparel,458.76,25.0,UPI,15,0.0,44,4,0,1,0,3.7,0
ORD118623,accessories,309.95,16.9,prepaid_card,5,0.0,23,3,0,0,1,3.9,0
ORD118624,accessories,824.52,11.6,UPI,4,0.3333333333333333,26,3,0,0,0,4.2,0
ORD118625,beauty,3811.35,10.0,UPI,4,0.0,53,3,0,0,1,3.7,0
ORD118626,apparel,1012.34,34.4,UPI,3,0.0,263,4,0,1,1,2.8,1
ORD118627,apparel,1058.99,26.4,COD,3,0.5,137,1,0,1,0,5.0,1
ORD118628,apparel,2653.28,59.1,UPI,7,0.3333333333333333,368,5,0,1,1,3.1,0
ORD118629,home,676.9,15.1,COD,6,0.0,176,2,0,0,0,4.3,0
ORD118630,footwear,583.82,48.6,UPI,4,0.3333333333333333,201,4,1,1,0,4.9,0
ORD118631,beauty,747.16,64.3,prepaid_card,9,0.125,39,4,1,0,0,4.1,0
ORD118632,apparel,787.59,25.8,COD,5,0.25,68,7,0,1,0,3.9,0
ORD118633,footwear,92.63,9.6,prepaid_card,4,0.0,4,4,0,1,0,4.8,0
ORD118634,home,1875.04,34.5,COD,3,0.5,38,3,1,0,0,4.2,0
ORD118635,beauty,2762.46,62.5,prepaid_card,23,0.13636363636363635,97,4,1,0,0,4.6,0
ORD118636,electronics,1743.64,24.6,COD,3,0.0,76,3,0,0,1,3.6,0
ORD118637,accessories,203.13,11.4,COD,3,0.0,68,6,0,0,0,4.7,0
ORD118638,home,370.21,29.4,COD,8,0.0,225,4,0,0,1,3.9,0
ORD118639,apparel,107.75,19.2,COD,4,0.3333333333333333,4,3,0,0,0,3.4,0
ORD118640,home,3149.99,38.0,COD,4,0.0,335,6,0,0,0,3.8,0
ORD118641,home,6490.19,27.2,COD,7,0.6666666666666666,939,4,0,0,0,5.0,0
ORD118642,beauty,374.05,17.3,COD,6,0.0,31,4,0,0,1,4.0,0
ORD118643,accessories,419.91,28.8,COD,3,0.0,582,1,0,0,1,3.6,0
ORD118644,home,156.37,44.1,COD,10,0.1111111111111111,242,2,1,0,1,3.6,0
ORD118645,grocery,9502.5,19.9,prepaid_card,4,0.3333333333333333,26,5,0,0,0,3.2,0
ORD118646,electronics,373.84,27.2,UPI,6,0.2,348,6,0,0,1,4.9,0
ORD118647,footwear,298.27,25.0,UPI,6,0.0,5,2,0,0,0,4.8,0
ORD118648,beauty,159.63,13.4,prepaid_card,3,0.5,52,5,0,0,0,3.6,0
ORD118649,electronics,271.64,26.8,UPI,2,1.0,296,3,0,0,0,4.7,0
ORD118650,home,1455.51,18.1,UPI,9,0.125,108,1,0,0,0,4.7,0
ORD118651,home,558.1,48.0,COD,6,0.6,66,2,0,0,1,3.7,1
ORD118652,home,1691.09,24.5,prepaid_card,12,0.18181818181818182,85,4,0,0,0,4.7,0
ORD118653,apparel,195.38,20.8,UPI,11,0.0,34,2,0,1,0,3.6,0
ORD118654,apparel,1827.34,14.5,COD,12,0.09090909090909091,205,1,1,1,0,4.4,0
ORD118655,apparel,1408.5,39.1,wallet,3,0.0,196,3,1,1,0,3.9,0
ORD118656,footwear,3942.24,40.3,UPI,5,0.25,167,1,0,0,0,4.1,1
ORD118657,electronics,317.64,35.9,COD,4,0.0,17,3,0,0,0,5.0,0
ORD118658,footwear,310.14,56.3,UPI,3,0.0,182,7,0,1,0,4.1,0
ORD118659,electronics,194.7,45.6,COD,8,0.2857142857142857,119,2,1,0,1,4.7,1
ORD118660,apparel,339.78,57.4,COD,12,0.36363636363636365,6,6,0,1,1,4.9,1
ORD118661,grocery,610.92,12.4,COD,3,0.0,32,1,0,0,1,4.6,0
ORD118662,footwear,524.06,18.1,COD,1,,1,1,0,1,1,3.3,0
ORD118663,footwear,742.79,28.1,COD,12,0.09090909090909091,342,7,0,0,0,4.2,0
ORD118664,electronics,261.0,50.8,COD,5,0.25,23,3,0,0,1,4.1,0
ORD118665,beauty,557.62,47.3,COD,2,0.0,2,5,1,0,0,5.0,0
ORD118666,apparel,1248.59,15.8,UPI,13,0.16666666666666666,178,4,0,1,1,4.5,0
ORD118667,home,1455.68,46.1,prepaid_card,3,0.5,120,1,0,0,0,4.0,0
ORD118668,accessories,209.81,13.9,COD,1,,269,5,0,0,0,4.3,0
ORD118669,electronics,3521.66,27.6,UPI,1,,103,5,0,0,1,4.7,0
ORD118670,electronics,538.77,15.0,COD,5,0.25,140,7,1,0,0,3.1,0
ORD118671,electronics,173.78,38.7,UPI,4,0.0,25,2,0,0,0,5.0,1
ORD118672,accessories,314.69,18.1,COD,1,,91,3,0,0,0,3.5,0
ORD118673,electronics,354.26,5.0,prepaid_card,2,0.0,372,1,0,0,0,4.5,0
ORD118674,apparel,856.72,6.8,COD,2,0.0,169,2,0,1,0,3.9,0
ORD118675,electronics,252.74,35.7,prepaid_card,6,0.2,412,6,0,0,1,2.3,1
ORD118676,home,946.73,11.5,prepaid_card,3,0.0,126,7,1,0,0,4.6,0
ORD118677,electronics,134.86,55.7,COD,7,0.3333333333333333,20,2,0,0,0,5.0,0
ORD118678,accessories,199.99,19.1,prepaid_card,2,1.0,20,3,0,0,0,4.1,1
ORD118679,footwear,677.58,21.6,COD,6,0.0,136,5,0,0,1,2.2,0
ORD118680,apparel,2821.52,37.8,prepaid_card,7,0.16666666666666666,7,6,0,1,1,3.9,0
ORD118681,footwear,885.22,25.9,COD,4,0.0,84,8,0,1,0,4.1,1
ORD118682,apparel,561.04,18.4,prepaid_card,12,0.36363636363636365,56,1,0,1,0,4.1,0
ORD118683,electronics,365.54,26.4,COD,7,0.0,146,1,0,0,0,4.2,1
ORD118684,grocery,298.8,22.5,prepaid_card,12,0.36363636363636365,18,3,0,0,0,3.5,0
ORD118685,apparel,356.63,62.5,COD,1,,29,5,1,1,0,5.0,1
ORD118686,footwear,263.32,18.4,wallet,5,0.25,100,4,1,1,0,3.5,1
ORD118687,home,192.78,33.1,COD,9,0.0,68,3,0,0,1,4.1,0
ORD118688,beauty,270.28,60.8,UPI,4,0.3333333333333333,42,6,0,0,0,3.8,0
ORD118689,beauty,281.44,44.1,wallet,5,0.25,207,5,0,0,0,4.9,0
ORD118690,accessories,525.79,2.8,COD,9,0.0,134,5,0,0,0,3.2,0
ORD118691,electronics,1678.96,39.4,COD,5,0.25,202,3,1,0,0,4.1,0
ORD118692,grocery,1036.27,42.9,prepaid_card,9,0.0,196,4,0,0,0,4.5,0
ORD118693,beauty,900.65,51.7,prepaid_card,5,0.25,124,1,0,0,0,4.9,0
ORD118694,home,1557.02,64.3,prepaid_card,2,1.0,397,4,0,0,0,4.7,0
ORD118695,accessories,2926.04,8.9,COD,9,0.25,58,6,0,0,0,4.7,0
ORD118696,grocery,523.41,29.7,COD,3,0.5,194,5,0,0,0,3.7,0
ORD118697,footwear,298.58,26.4,wallet,2,0.0,32,2,0,1,1,4.4,0
ORD118698,grocery,494.1,40.3,COD,6,0.2,60,3,0,0,0,3.5,0
ORD118699,apparel,2769.73,33.5,UPI,8,0.2857142857142857,86,4,0,1,0,4.5,0
ORD118700,apparel,3102.39,22.8,COD,4,0.3333333333333333,452,3,0,1,1,3.9,0
ORD118701,home,816.78,12.4,COD,1,,448,6,1,0,1,3.5,0
ORD118702,apparel,875.73,39.4,prepaid_card,9,0.375,209,3,0,1,0,4.1,0
ORD118703,grocery,1433.83,43.5,COD,10,0.2222222222222222,330,3,0,0,1,3.5,0
ORD118704,footwear,88.19,53.5,prepaid_card,8,0.0,333,5,0,1,0,4.5,0
ORD118705,home,810.88,58.5,UPI,6,0.0,113,4,1,0,1,4.9,0
ORD118706,apparel,877.76,14.6,COD,5,0.25,109,5,0,1,1,4.4,0
ORD118707,footwear,2582.34,0.5,COD,4,0.0,50,5,0,0,0,5.0,0
ORD118708,footwear,346.08,65.7,COD,10,0.1111111111111111,234,4,0,1,0,4.0,1
ORD118709,apparel,911.03,52.5,prepaid_card,5,0.0,1155,3,1,0,1,3.8,0
ORD118710,beauty,459.13,14.1,prepaid_card,2,0.0,219,2,1,0,1,3.5,0
ORD118711,home,255.32,18.1,COD,2,0.0,309,5,0,0,0,3.8,0
ORD118712,footwear,310.32,15.3,prepaid_card,1,,219,3,0,1,1,4.7,1
ORD118713,home,1170.37,41.1,COD,5,0.0,59,6,1,0,0,3.6,0
ORD118714,electronics,839.85,28.3,UPI,13,0.3333333333333333,160,1,0,0,0,4.6,0
ORD118715,footwear,749.03,19.9,COD,6,0.0,31,2,0,1,0,2.7,1
ORD118716,electronics,1251.14,13.0,prepaid_card,5,0.0,147,3,1,0,1,3.8,0
ORD118717,beauty,417.34,74.3,COD,4,0.0,267,2,0,0,0,4.9,0
ORD118718,apparel,802.46,42.2,UPI,3,0.0,236,5,1,1,1,4.2,0
ORD118719,electronics,1004.25,24.9,COD,9,0.125,232,6,0,0,1,4.4,0
ORD118720,electronics,77.78,45.6,prepaid_card,3,0.5,74,1,0,0,0,4.6,0
ORD118721,apparel,745.07,48.7,COD,4,0.3333333333333333,12,3,0,1,1,4.9,0
ORD118722,beauty,998.85,68.4,COD,4,0.0,676,2,1,0,1,4.1,0
ORD118723,accessories,2104.99,50.8,COD,3,0.0,153,4,0,0,1,4.1,0
ORD118724,footwear,1716.47,13.8,prepaid_card,5,0.75,23,2,0,0,0,4.5,1
ORD118725,home,929.78,16.1,wallet,3,0.0,82,1,0,0,0,3.3,0
ORD118726,home,1745.18,15.3,COD,6,0.0,235,4,0,0,0,4.5,0
ORD118727,electronics,1570.45,18.7,COD,4,0.0,226,5,1,0,1,4.0,0
ORD118728,accessories,435.36,79.4,prepaid_card,4,0.0,110,4,0,0,0,3.9,0
ORD118729,apparel,242.66,54.9,COD,6,0.0,57,7,0,0,0,4.9,0
ORD118730,apparel,42.12,24.7,COD,2,0.0,90,2,0,0,1,4.5,0
ORD118731,accessories,1129.85,22.8,UPI,3,0.5,284,3,0,0,1,5.0,0
ORD118732,grocery,279.87,27.4,COD,3,0.0,132,5,0,0,1,3.7,0
ORD118733,electronics,1568.62,5.5,prepaid_card,2,0.0,14,1,0,0,1,3.7,1
ORD118734,home,3890.7,13.9,COD,3,0.5,289,4,0,0,0,3.7,0
ORD118735,apparel,186.32,59.8,wallet,2,0.0,34,3,0,1,0,3.5,1
ORD118736,apparel,1601.89,30.4,COD,6,0.4,27,1,0,0,0,3.0,0
ORD118737,beauty,1086.82,8.7,UPI,10,0.2222222222222222,47,2,1,0,0,4.4,0
ORD118738,footwear,551.75,24.3,prepaid_card,9,0.25,98,4,0,0,0,3.8,1
ORD118739,beauty,716.92,79.5,COD,6,0.0,96,4,0,0,0,4.8,0
ORD118740,home,388.66,24.4,UPI,2,0.0,321,2,1,0,0,3.8,0
ORD118741,apparel,1101.61,54.9,wallet,4,0.0,58,1,1,1,1,3.9,0
ORD118742,footwear,685.54,34.7,prepaid_card,1,,138,2,0,1,0,4.0,1
ORD118743,accessories,694.97,25.0,UPI,7,0.0,103,2,0,0,0,3.8,0
ORD118744,footwear,554.15,56.3,prepaid_card,2,0.0,289,3,1,1,0,3.2,0
ORD118745,footwear,2181.75,30.2,COD,11,0.3,534,3,0,1,1,3.8,1
ORD118746,footwear,842.16,23.2,COD,15,0.14285714285714285,510,4,0,1,0,3.8,1
ORD118747,electronics,313.9,45.8,COD,5,0.0,214,5,1,0,0,4.5,0
ORD118748,grocery,166.57,11.8,COD,17,0.5,129,2,0,0,0,4.9,0
ORD118749,apparel,494.8,28.1,prepaid_card,4,1.0,129,3,1,1,1,3.3,1
